Date,ABCB4,BBAS3,BBDC4,BPAN4,BTOW3,CGAS3,CMIG4,CSNA3,CYRE3,ELET3,ELPL4,ENBR3,EQTL3,EZTC3,FIBR3,GOAU4,HGTX3,ITUB4,LAME4,LREN3,MRVE3,MYPK3,PETR4,POMO4,QGEP3,RAPT4,SAPR4,SBSP3,SUZB5,TUPY3,USIM5,VALE5,WEGE3
2/28/2013,8.444569,19.420881,18.405672,NA,12.9488,29.570684,11.201662,7.947023,15.89836,6.098163,10.456285,9.228749,18.447882,19.175972,20.027592,20.086409,31.422649,20.870264,NA,9.208665,10.338276,23.390728,15.338486,5.849874,11.686893,8.498735,6.088766,26.633846,6.059675,21.428007,9.730467,30.072186,8.618357
3/1/2013,8.66004,19.57572,18.614084,NA,13.0692,29.468685,11.139477,7.724506,15.907497,6.010419,9.975033,9.35165,18.595541,19.245811,19.875803,19.434441,31.987139,20.972767,NA,9.286896,10.118487,23.685755,15.606285,5.871955,11.433848,8.426711,6.16995,26.64492,6.023226,22.071764,9.621246,29.002584,8.751751
3/4/2013,9.01527,19.747969,18.842567,NA,12.8563,29.480024,11.120349,7.788081,15.998865,5.905128,9.800032,9.566824,18.687826,19.343618,19.991879,19.338558,31.692631,20.883343,11.392719,9.164713,9.99638,23.79381,15.236906,5.739506,11.246409,8.455518,6.102295,26.239794,6.014113,21.979799,9.780112,28.015263,8.602033
3/5/2013,8.93372,19.643723,18.889545,NA,12.9118,29.468685,11.149076,7.907287,15.642526,5.755964,9.607532,9.528401,18.595541,19.252802,19.777584,18.810713,31.537186,20.865459,11.251322,9.073041,9.369572,24.13603,15.292314,5.894027,11.190176,8.455518,6.190245,25.931742,5.831868,22.053373,9.571602,27.817801,8.696434
3/6/2013,8.910451,19.852217,18.86347,NA,13.1525,29.468685,11.593687,8.344373,15.770443,6.089389,9.756282,9.820417,18.918541,19.385569,20.268675,19.463327,32.576164,21.217009,11.482646,9.286896,9.581222,24.649357,16.668251,6.132442,11.705637,8.563556,6.156419,26.309143,5.986777,22.246502,10.266635,29.479794,8.767999
3/7/2013,8.852244,19.941578,19.056393,NA,13.7171,29.468685,12.219981,8.439737,15.852675,6.528105,10.701285,10.227695,18.826256,19.141012,20.197243,19.300173,32.723415,21.354057,11.501924,9.079156,9.312589,24.856487,17.499355,6.238401,11.480709,8.577959,6.102295,26.281422,5.922991,22.246502,10.495003,29.249416,8.689919
3/8/2013,8.910451,20.306454,19.338015,NA,14.4113,29.468685,12.114811,8.455632,15.788715,6.405265,10.500034,9.697439,18.918541,19.462402,19.911518,19.501717,32.559795,21.98563,11.726884,9.20134,8.946273,24.145012,16.963757,6.158932,11.34013,8.678788,5.777563,26.267515,5.904766,22.347664,10.246777,28.566521,8.722402
3/11/2013,8.881349,20.030928,19.338015,NA,14.9481,29.468685,12.119538,8.336426,15.852675,6.396491,10.543785,9.951033,19.010824,19.84664,19.822229,19.578495,32.723415,21.866468,11.630501,9.128016,9.198626,23.775755,17.480886,6.03972,11.237036,8.505937,5.486654,26.225889,6.059675,22.393646,10.346067,28.977903,8.468635
3/12/2013,8.584328,19.997034,19.186829,NA,15.3831,29.723717,11.9092,8.320533,15.715622,6.449136,10.701285,9.83577,18.909313,19.574192,19.866873,19.13702,32.298008,21.538733,11.57267,8.987486,9.605644,23.6677,17.305431,5.924934,11.39636,8.52754,5.419001,26.128729,6.059675,22.522398,10.604222,28.508923,8.517442
3/13/2013,8.619266,19.793985,19.244141,NA,15.7348,29.723717,11.808829,8.090068,15.487197,6.361393,10.762535,9.89726,19.084652,19.301748,19.643648,19.002653,32.150753,21.508984,11.938933,8.98137,9.263747,23.640663,17.323902,6.145687,11.105829,8.448316,5.27693,25.809605,6.287483,22.531593,10.544648,27.447554,8.46212
3/14/2013,8.706574,19.86919,19.186829,NA,15.0314,29.723717,12.033499,8.026493,15.450648,6.027968,10.150034,9.843487,18.918541,18.435463,19.786514,18.666748,31.594454,21.18125,11.893922,8.910533,8.677639,23.280481,17.896439,6.163342,11.20892,8.354689,5.446062,25.726349,6.542626,22.97303,10.624081,27.669701,8.559738
3/15/2013,8.858005,19.816545,19.317194,NA,14.8,29.723717,12.167326,7.772188,15.076031,5.931451,10.080033,9.981816,18.955456,18.114153,19.715082,18.330847,30.92363,21.199127,11.585489,8.783442,7.977568,23.208443,17.628639,6.048556,11.34013,8.30427,5.689613,25.351694,6.424167,23.625988,10.068054,27.636789,8.429623
3/18/2013,8.636697,19.508207,18.962509,NA,15.4016,29.242002,12.344281,7.891393,15.030348,5.966548,9.756282,9.766643,18.817028,18.079193,19.938303,18.359638,30.907263,21.598307,11.455746,8.863767,8.262481,23.415573,17.730219,6.022066,11.312013,8.282665,5.689613,25.501553,6.506177,23.717953,10.445358,27.760206,8.279969
3/19/2013,8.619266,19.831589,18.722624,NA,14.726,29.128664,12.334681,7.374836,14.98466,5.940225,9.677532,9.874191,18.826256,18.156025,19.509716,18.033331,30.841825,21.342108,11.404089,8.969712,7.79848,23.325481,17.637873,6.026476,10.918387,8.397897,5.63549,24.710613,6.469728,22.991426,10.306351,26.649466,8.523958
3/20/2013,8.619266,20.170008,18.889545,NA,14.2539,28.386259,10.613554,7.486095,14.856744,5.720866,9.27503,9.597606,18.087967,18.554245,19.679365,17.87977,30.514589,21.526863,11.307172,8.781139,7.38332,23.190388,17.407013,5.938179,10.862156,8.577959,5.310756,24.616283,6.469728,23.221338,10.3,27.192495,8.387328
3/21/2013,8.735756,20.154966,18.717445,NA,14.004,28.051908,10.75698,7.247684,14.664866,5.554154,9.05628,9.566824,18.457115,18.170008,19.599007,17.755007,30.547304,21.288546,11.145608,8.738026,7.220513,23.451591,17.111507,6.044137,10.824668,8.642782,5.134859,24.671732,6.44239,23.120174,10.3,27.299454,8.436137
3/22/2013,8.852244,20.004555,18.686127,NA,14.3465,28.051908,10.87655,7.39073,15.213084,5.598026,9.13503,9.566824,18.494026,18.45644,19.715082,17.975744,30.800911,21.026323,11.048691,8.872375,7.082127,23.280481,17.203852,5.986534,10.843411,8.570759,4.999553,25.318388,6.433279,22.715527,10.21,27.31591,8.523958
3/25/2013,9.149191,19.884226,16.783611,NA,14.6149,27.995264,10.694865,7.184107,15.213084,5.615574,9.11753,9.489981,18.272543,18.358631,19.670437,17.822187,29.860121,20.853609,10.977649,8.916706,7.033285,23.145388,17.203852,6.124095,10.637228,8.491534,5.155155,26.101004,6.651974,21.979799,10.02,26.855158,8.46542
3/26/2013,9.312293,20.04216,18.713282,NA,14.3465,28.901983,10.929135,7.303312,15.167401,5.562929,8.986279,9.743574,18.272543,18.638069,20.090096,18.609165,30.277338,21.074039,11.152101,9.237191,7.082127,23.154371,17.166914,6.146291,10.702832,8.549145,4.938666,26.073278,6.788658,22.209713,10.47,27.143129,8.475151
3/27/2013,9.364665,20.230179,19.120533,NA,14.041,28.873634,11.043906,7.223844,15.121716,5.48396,8.793778,9.79735,18.420195,18.791735,21.027632,18.589972,30.023739,21.121668,11.210255,9.346868,6.911179,23.406498,17.009928,6.279421,10.834041,8.858851,5.27693,26.087101,7.007353,21.979799,10.76,27.669701,8.523682
3/28/2013,9.364665,20.230179,NA,NA,14.041,28.873634,11.292432,7.223844,15.121716,5.48396,NA,9.79735,18.420195,18.791735,21.027632,NA,30.023739,NA,NA,9.346868,6.911179,23.406498,NA,6.279421,10.834041,9.084857,NA,26.087101,NA,21.979799,NA,NA,8.523682
4/1/2013,9.725804,20.726528,19.378746,NA,13.4116,28.839619,11.335489,7.637089,15.889221,6.080614,8.653778,9.682086,18.364824,18.9245,21.349073,18.522791,28.788425,21.085991,11.09395,9.223636,6.797214,24.451214,16.649782,6.345987,11.34013,9.125331,5.371644,27.837437,6.907118,21.657919,11.38,26.641241,8.422205
4/2/2013,9.551032,20.734043,19.135,NA,12.9674,28.839619,11.239919,7.34895,15.642526,5.87003,8.330029,9.528401,17.811113,18.512297,20.545473,18.042923,28.346661,20.710625,10.913006,9.030109,6.870477,24.226032,16.345045,6.390367,11.218292,8.902061,5.371644,27.837437,6.788658,21.565954,10.9,26.164034,8.37309
4/3/2013,9.644255,20.342981,19.404837,NA,12.7267,28.165247,11.196862,7.357216,15.962318,5.799836,8.382528,9.605244,18.152567,19.001333,21.518726,18.138899,29.909203,20.746298,11.177884,9.046177,7.073986,24.316122,16.62208,6.323802,11.349501,8.938076,5.297226,27.897465,7.107588,21.428007,11.11,27.727293,8.396007
4/4/2013,9.551032,19.884226,19.123579,NA,12.4027,28.448629,11.163404,7.125753,16.0811,5.659446,8.093777,9.4055,17.977226,18.882547,21.518726,17.908564,30.375511,20.156435,11.080966,8.834146,7.407743,24.127047,16.363512,6.257236,11.105829,8.995698,5.188981,28.002483,7.098476,20.968176,11.01,26.624786,8.137315
4/5/2013,9.463721,19.989515,19.123579,NA,13.1062,28.193598,11.163404,6.968689,16.565359,5.676995,8.481865,9.628312,18.290997,18.896534,21.518726,18.446011,31.823517,20.150501,11.378211,9.040007,7.586831,23.775755,16.437389,6.345987,11.133945,9.082124,5.249869,28.236462,7.062027,20.646297,11.11,26.822247,8.317418
4/8/2013,9.376336,20.320423,18.859497,NA,13.5227,28.618603,11.043906,6.886024,16.766375,5.527832,8.315555,9.682086,18.595541,19.315729,21.813379,17.927757,31.978962,20.138548,11.501006,9.181743,7.635673,24.045937,16.077244,6.301608,11.190176,9.171805,5.202512,27.942457,7.189599,20.416384,11.16,26.904528,8.530239
4/9/2013,9.492826,20.749086,19.353149,NA,13.6523,28.618603,11.345088,7.001756,16.583635,5.519057,8.341813,9.874191,18.457115,19.595089,22.331259,18.129301,32.036221,20.615284,11.565555,9.041227,7.399601,23.694736,16.760597,6.337115,11.20892,9.171805,5.141624,27.957487,7.280723,20.085308,11.12,28.039946,8.612142
4/10/2013,9.725804,21.192797,19.806715,NA,13.4764,28.618603,11.636673,6.976956,16.556225,5.48396,8.455606,9.197966,18.457115,19.665007,21.322289,17.975744,31.815336,20.925043,11.6302,9.101623,7.961287,23.685755,17.009928,6.297175,11.021482,9.272707,5.222808,28.227463,7.198711,20.149683,11.2,27.069078,8.533558
4/11/2013,9.696626,21.298088,19.783802,NA,12.9303,28.584587,11.364216,6.770291,16.611046,5.440088,8.096725,9.487707,18.641684,19.644032,20.715122,17.994938,31.700804,21.002512,11.145608,8.972223,7.700796,23.163351,16.612846,6.31936,11.16206,9.308727,5.073971,27.537498,7.144038,20.048519,10.97,26.657696,8.736532
4/12/2013,9.784011,21.32065,19.634489,NA,12.6341,28.329615,11.239919,6.762026,16.583635,5.334796,8.000439,9.233019,18.540169,19.685904,20.31332,17.659031,31.209961,20.615284,11.068075,8.805814,7.529847,22.821133,16.58514,6.212857,10.946505,9.272707,5.155155,27.747446,7.03469,20.011736,10.98,27.093761,8.585918
4/15/2013,9.585971,20.944622,19.048893,NA,12.1528,27.768524,11.225518,6.472696,16.126783,4.922402,7.615297,9.209126,18.586309,19.378576,19.420427,17.131186,30.670023,20.168379,10.719169,8.678851,7.14725,21.524288,15.911024,6.128538,10.768436,9.078144,5.060441,27.072508,6.706647,19.978668,10.29,25.341269,8.186432
4/16/2013,9.673358,21.17024,19.399172,NA,12.4027,27.337851,11.335489,6.348699,16.154198,4.939951,7.597792,9.455901,18.503254,19.84664,20.304392,17.668631,31.389935,20.674864,10.919498,8.883424,7.228654,21.704382,16.345045,6.172917,11.021482,9.27991,4.999553,27.894495,6.989129,20.200037,10.5,26.040619,8.219183
4/17/2013,9.556869,20.756607,18.687271,NA,11.6623,27.757246,11.330689,6.365232,15.870951,4.694269,7.545271,9.463813,18.595541,19.315729,19.813299,17.956553,31.054516,20.168379,10.854854,8.86126,7.082127,20.857813,15.855617,6.044218,10.55288,9.013301,5.040145,27.537498,6.606412,20.200037,10.2,26.213211,7.95721
4/18/2013,9.504498,20.177528,18.331324,NA,11.8474,27.751575,11.617545,6.46443,15.843539,4.580203,7.282675,9.368315,18.733969,19.134018,20.018663,18.551582,31.005434,19.477236,10.880731,8.807031,6.960021,20.938923,16.455858,5.990965,10.862156,8.861998,5.04691,27.693453,6.688423,20.061682,10.37,25.756449,7.89172
4/19/2013,9.312293,20.004555,18.543726,NA,12.0788,27.711887,11.9092,6.48923,16.190742,4.667946,7.221403,9.432008,19.130796,19.42045,19.90259,18.522791,31.1036,19.906246,10.958267,9.948801,7.293777,21.326141,17.065334,5.942154,11.030853,9.006097,5.067206,27.804502,6.797771,20.384516,10.44,25.925619,8.120943
4/22/2013,9.347232,20.012079,18.474787,NA,12.1066,28.312607,11.937927,6.497497,16.218157,4.764464,7.221403,9.280809,18.964682,19.525251,20.340107,18.570774,31.95442,19.804966,11.197266,9.985021,7.171671,20.911886,17.351604,5.884461,11.152691,9.056523,5.107797,26.310637,6.852444,20.052458,10.32,26.306255,7.989964
4/23/2013,9.405438,20.139925,18.767628,NA,11.7456,28.165247,12.019167,6.588428,16.263838,4.852208,7.177637,9.479796,19.241541,19.490368,20.599043,18.810713,33.116096,19.930058,11.274802,10.210525,7.139109,20.812813,17.71175,6.039786,11.283899,9.056523,5.073971,25.917643,7.007353,19.987894,10.5,26.957569,8.304322
4/24/2013,9.405438,19.703735,18.698692,NA,11.7456,28.335285,11.928328,6.638028,16.282114,4.808336,7.090105,9.384297,19.241541,19.315729,20.116882,18.762722,33.664211,20.073034,11.358829,10.406856,7.122829,20.821795,17.961081,5.897774,10.91839,9.128572,4.850717,26.322607,6.943567,20.107798,10.4,27.152117,8.379637
4/25/2013,9.026941,19.282587,18.509291,NA,11.579,28.335285,11.899671,6.497497,16.17247,4.729366,6.932547,9.44,19.426111,19.434435,19.956161,18.724335,33.206085,20.061165,11.313569,10.302411,6.919319,20.803833,17.702515,5.769083,10.646603,8.941252,4.58687,26.277611,6.888894,20.292274,10.63,27.456629,8.418927
4/26/2013,NA,NA,NA,NA,NA,NA,11.746642,NA,NA,NA,NA,NA,NA,19.217922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2013,8.916289,18.778711,18.314058,NA,11.0144,27.768524,11.933125,6.505763,16.218157,4.597752,6.845014,9.551398,19.656822,19.283604,18.732897,18.676348,33.339382,19.542744,11.080966,10.383193,6.886758,21.344198,18.071894,5.871148,10.59037,9.10696,4.91348,25.062721,6.378604,20.292274,9.64,27.084448,8.307591
4/30/2013,9.224906,18.989288,18.916849,NA,10.6256,27.768524,12.200853,6.538829,16.611046,4.773239,7.221403,9.782272,19.656822,19.64798,19.05434,19.357756,34.064148,20.055153,11.455746,10.664444,7.033285,21.749474,18.919456,5.937712,10.693462,9.416787,4.99583,25.377693,6.651974,20.384516,9.85,27.541214,8.582684
5/2/2013,9.172535,18.771194,18.802061,NA,10.8108,28.051908,12.411274,6.447897,16.219507,4.857715,7.046339,9.591197,19.656822,19.862265,18.768618,18.685944,33.905861,19.817894,11.106842,10.539095,6.862337,21.614382,19.070133,6.061972,10.59037,9.380768,4.961518,25.683666,6.693715,20.107798,9.5,26.856068,8.644832
5/3/2013,8.735756,18.643349,18.931612,NA,11.1532,28.335285,12.434577,6.423098,16.424816,4.772491,6.91504,9.710588,19.638222,20.505287,19.098984,18.724335,33.655945,20.092075,11.09395,10.310833,6.732091,21.344198,18.8347,5.902215,10.618486,9.49603,5.002692,25.395689,6.71218,20.107798,9.41,27.236704,8.952697
5/6/2013,8.549387,18.327488,18.63286,NA,10.5423,28.335285,12.358874,6.356966,15.930205,4.639922,6.757483,9.39221,19.349833,20.719652,19.366854,18.887489,33.439342,20.062309,11.139116,10.383193,6.666967,21.074013,19.164307,5.955467,10.646603,9.524845,5.023279,24.657759,6.786041,20.107798,9.14,27.304371,9.168781
5/7/2013,8.910451,19.109615,19.190231,NA,10.8848,28.867968,12.463674,6.381765,16.079523,4.677799,6.783742,9.615091,19.48007,20.955473,19.732939,18.503597,34.055817,20.652569,11.307172,10.441695,6.894898,20.92985,19.418575,5.982093,10.646603,9.798596,4.803682,24.342787,6.989161,19.997116,9.4,27.955683,9.286698
5/8/2013,8.840574,19.147215,19.362589,NA,10.7089,28.335285,12.510283,6.282566,16.14485,4.639922,6.757483,9.575294,19.489372,21.148306,19.366854,17.946955,34.064148,20.867214,11.190869,10.518267,6.92746,21.263086,19.107803,5.853394,11.433851,9.668925,4.632122,25.017723,7.035325,19.923326,9.24,28.014893,9.38163
5/9/2013,8.858005,19.01185,19.293594,NA,10.8848,28.278584,12.422925,6.199902,16.200844,4.602046,6.678704,9.503691,19.573101,21.184061,19.170416,17.697424,34.080811,20.867214,11.242527,10.692242,6.675108,20.74976,19.060715,5.857834,11.668151,9.654518,4.604672,24.882738,7.026093,19.545149,8.96,28.040274,9.103308
5/10/2013,8.869676,19.117136,19.247637,NA,10.0425,28.159576,12.585988,6.026304,16.219507,4.583107,6.713717,9.559391,19.768459,21.298395,19.241846,17.198364,34.780586,20.670462,11.210255,10.663065,6.536721,20.623652,18.787613,5.835649,11.668151,9.74817,4.851719,24.918736,7.247677,19.554375,8.71,27.490461,9.119655
5/13/2013,8.706574,18.899042,18.828249,NA,9.78336,27.938568,12.376314,5.877507,16.14485,4.478945,6.713717,9.559391,19.768459,21.555586,18.875761,16.852861,34.613972,20.276951,11.029307,10.493151,6.520441,20.524574,18.260241,5.79127,11.621291,9.402378,4.783095,24.180803,7.109187,19.185425,8.63,26.915277,9.257241
5/14/2013,8.625101,18.996811,19.046576,NA,9.82964,27.938568,12.37045,5.695642,16.863436,4.403192,6.880027,9.750386,19.81497,21.462706,18.991837,16.795279,34.98885,20.580992,11.100348,10.566969,6.080861,21.19105,18.410917,5.968781,11.668151,9.402378,4.748783,24.09981,7.072256,18.631998,8.44,26.280882,9.250683
5/15/2013,8.852244,18.560621,19.190231,NA,9.70931,27.938568,12.41706,5.546845,16.714117,4.460007,7.090105,9.845885,19.694035,21.805626,18.884689,16.45937,35.197121,20.926828,11.216653,10.824555,5.681982,21.074013,18.429752,5.995406,11.593176,9.409582,4.803682,23.487865,7.15535,17.894098,8.15,25.747993,9.250683
5/16/2013,8.735756,18.929125,19.230438,NA,9.61676,27.932898,12.533589,5.538578,16.779444,4.90506,7.273922,9.750386,19.024235,21.970016,19.018625,16.584137,35.322086,20.730076,11.1585,10.761922,5.89544,21.074013,18.599266,6.115224,11.480712,9.445603,4.824269,23.622852,7.173816,18.447523,8.2,25.122055,9.260474
5/17/2013,8.706574,19.583405,19.586676,NA,9.5242,27.932898,12.90046,5.555111,17.003418,4.829307,7.072598,10.084671,19.098658,22.012842,19.206131,16.747288,35.996864,20.944727,11.300677,10.857944,5.853149,21.524288,18.731108,6.066412,11.808731,9.517643,5.146802,23.010908,7.183049,18.447523,8.69,25.291224,9.221227
5/20/2013,8.735756,19.981991,19.965845,NA,9.61676,28.080256,13.116001,5.662576,17.143402,4.971345,6.96756,10.116555,19.256804,21.82708,19.107914,16.958673,36.071846,19.263422,11.404089,11.082069,5.878523,21.119013,19.023046,6.106352,11.70564,9.438398,5.489923,23.766838,7.173816,18.263048,8.9,26.263964,9.195003
5/21/2013,9.056046,19.741343,20.023321,NA,10.1999,28.080256,13.31981,5.819641,17.58202,5.264891,7.370208,10.108564,19.368439,22.120028,19.223991,17.256531,36.238457,21.530798,11.565555,11.140571,6.089981,21.596323,19.060715,6.061972,11.743127,9.488826,5.585996,24.567764,7.109187,17.894098,8.95,26.534641,9.283379
5/22/2013,9.003597,20.140074,20.143957,NA,10.6904,28.000877,13.56444,5.786574,17.535362,5.65313,7.282675,10.458751,19.414953,22.320091,19.536503,17.285357,36.230125,21.812748,11.526789,11.219899,6.081523,21.974564,18.759361,6.053099,11.949312,9.510439,5.551684,24.927732,7.063023,17.783413,9.11,26.170919,9.332503
5/23/2013,8.735756,20.117424,19.868147,NA,11.1162,27.762915,13.576094,5.761775,17.544691,5.738353,7.396467,10.426945,19.44286,22.07712,19.715082,16.708857,36.113495,21.629179,11.494515,11.107185,6.242231,22.244747,18.702858,5.902215,11.949312,9.423991,5.572271,24.972729,7.072256,17.617384,9.31,25.697237,9.165545
5/24/2013,8.788126,20.147621,19.736002,NA,11.3846,27.762915,13.56444,5.827908,17.544691,5.851984,7.466492,10.307551,19.526583,22.22006,20.331177,16.410999,35.938549,21.563534,11.552665,11.33269,6.614397,22.451876,18.881786,5.999848,12.043032,9.676129,5.585996,24.702755,7.090722,17.894098,9.33,25.502689,9.028048
5/27/2013,8.968658,20.245752,19.62113,NA,11.181,27.762915,13.436336,5.827908,17.423372,5.795168,7.413974,10.323455,19.489372,22.148628,20.581186,16.468649,35.238777,21.471697,11.436364,11.172579,6.428313,23.100294,18.778196,6.079725,11.921196,9.733761,5.723244,24.918736,7.109187,18.355288,9.4,25.587276,9.021491
5/28/2013,8.776453,20.223114,19.77622,NA,10.7275,28.329615,13.284927,5.770041,17.208731,5.965614,7.291428,10.307551,19.424253,22.227209,20.795483,16.545517,34.405701,21.54388,11.526789,11.221278,6.106898,23.838808,18.900621,6.079725,11.686896,9.676129,5.68207,25.152714,7.063023,18.622776,9.55,25.181265,9.100074
5/29/2013,8.636697,19.528624,19.339565,NA,9.99624,28.329615,12.999547,5.579911,16.938091,5.643661,6.932547,10.219965,19.256804,22.22006,21.206213,16.286091,33.322716,21.019184,11.216653,10.84125,5.971565,23.631681,18.693439,5.968781,11.471339,9.546459,5.634033,24.873739,7.109187,18.622776,9.2,24.851374,9.103308
5/31/2013,8.613429,19.17383,19.724489,NA,9.2095,27.910215,12.609294,5.46418,15.86488,5.359583,6.643691,10.068768,19.507978,21.084026,20.982988,15.949801,32.064789,21.235672,11.145608,10.372091,5.624774,23.415573,18.881786,6.168477,11.715012,9.330339,5.62717,24.1898,7.146118,17.986336,8.9,24.2339,9.273585
6/3/2013,8.386286,19.271969,19.155695,NA,9.34834,27.910215,13.01699,5.588178,15.958204,5.444807,6.731223,9.893674,19.368439,21.298395,20.929417,16.23805,31.223387,21.078096,10.835472,10.19942,5.768565,23.595663,19.107803,5.951027,11.340133,9.186213,5.661482,23.910828,7.053791,17.220762,9.03,25.333519,9.217907
6/4/2013,8.328079,18.902077,18.914206,NA,9.03364,27.910215,12.766568,5.555111,15.967537,5.312238,6.678704,10.092662,19.303316,21.319847,21.268715,16.305304,31.298361,21.183086,10.887126,10.163202,5.675524,22.884186,18.900621,5.955467,11.237039,9.301523,5.65462,23.757839,7.201514,17.110079,9.16,25.629568,9.253919
6/5/2013,8.275632,18.456705,18.379393,NA,8.80225,27.479536,12.527724,5.323649,16.051527,5.094445,6.486132,9.869779,19.228895,21.162607,21.063351,15.767241,30.873497,20.448174,10.751442,10.093598,5.472525,22.866133,18.288494,5.942154,11.415108,9.222242,5.62717,23.127895,7.109187,17.515923,8.65,24.673748,9.270352
6/6/2013,8.386286,18.388763,18.390907,NA,8.79299,27.196157,12.387969,5.232717,15.81822,5.103914,6.433613,9.917569,18.884691,21.212662,21.250856,15.757633,30.656898,20.638496,10.596372,10.092221,5.4979,22.965206,18.326162,5.959908,11.386992,9.193417,5.634033,23.289881,7.109187,17.515923,8.52,25.02055,9.119655
6/7/2013,8.211589,17.890543,18.252878,NA,8.28392,27.394545,11.968618,5.075653,15.351605,4.781961,6.100991,9.949374,18.968414,20.519588,21.697304,15.488602,30.073746,20.507215,10.499454,10.001713,5.176484,22.740112,17.742287,6.035345,11.293272,9.366361,5.833042,23.478867,7.192281,17.60816,8.24,24.580702,9.086965
6/10/2013,8.164977,18.071712,18.327614,NA,8.31169,27.394545,12.055978,4.992987,15.071636,4.772491,5.847147,9.790184,18.605608,20.362429,21.161568,15.200353,29.607233,20.467829,10.428412,9.884786,5.235692,23.280481,17.779955,5.968781,11.274528,9.222242,6.004602,22.668938,7.183049,17.294554,8.08,24.191607,9.080406
6/11/2013,8.048487,17.626339,17.626049,NA,7.88592,27.473867,11.706546,4.811123,14.847661,4.573637,5.602058,9.503691,18.280008,20.269547,20.679405,14.767978,30.282017,19.798504,10.24107,9.721914,5.277983,22.920206,17.45035,5.698078,11.133947,8.883611,5.874217,22.497953,7.044558,17.515923,7.81,23.498003,8.9756
6/12/2013,8.042727,17.070057,17.568516,NA,7.40462,27.388878,11.52018,4.852456,14.838328,4.460007,5.356968,9.241011,17.954412,20.555342,20.206171,14.796803,29.548922,19.752567,10.169934,9.669006,5.337192,22.803171,17.064238,5.596005,10.993367,8.696278,5.867354,22.326969,6.841438,17.801859,7.77,23.176575,8.906806
6/13/2013,8.159142,17.429186,17.327024,NA,7.37686,27.473867,11.910355,5.249249,15.360935,4.744084,5.383228,9.368315,18.373037,21.026899,20.188314,15.642334,28.699194,19.700068,10.073014,9.70377,5.988482,23.478537,17.704617,5.600446,11.255783,8.782744,6.004602,22.479956,6.878369,18.253824,8.45,24.2339,9.028048
6/14/2013,8.036891,17.513235,16.964716,NA,7.14546,27.082819,11.630841,5.307116,15.29561,4.488414,5.882161,9.248922,18.270708,21.169758,19.822229,15.555859,27.566216,19.280031,9.75648,9.286142,5.878523,22.965206,17.007732,5.538321,10.843414,8.739512,5.997739,22.182983,6.739879,18.438299,8.34,23.920933,9.037839
6/17/2013,8.24069,17.559078,17.120028,NA,6.8863,27.468197,11.881262,5.298849,15.21162,4.573637,5.838395,9.280809,18.140467,21.041201,20.474041,15.690378,28.098766,19.385017,9.724108,9.376652,5.89544,22.965206,17.035986,5.458433,10.68409,8.660258,5.963428,22.290972,6.878369,18.438299,8.2,24.022432,9.106544
6/18/2013,8.013549,17.268724,16.993437,NA,6.76598,27.252857,12.026884,5.447647,15.052971,4.763022,5.908421,9.153425,17.954412,20.319523,21.250856,15.767241,28.006798,19.266924,9.672449,9.306973,5.734732,22.451876,16.791134,5.618199,10.655974,8.696278,5.695794,22.497953,7.192281,18.631998,8.38,24.614538,9.119655
6/19/2013,7.629198,16.726208,16.62545,NA,6.43277,27.252857,11.782251,5.356715,14.614354,4.54523,5.750863,8.874843,17.628813,19.419312,21.393719,15.373302,27.588785,19.030663,9.581995,9.178941,5.506359,22.334839,16.197842,5.587132,10.496651,8.617026,5.592858,22.047995,7.109187,18.576654,8.08,24.107023,9.07053
6/20/2013,7.483606,16.160774,16.734673,NA,6.5716,27.201826,11.147442,5.455913,14.884991,4.516822,5.969693,8.69975,16.940403,19.433613,22.322329,15.6039,27.797794,19.247276,9.691833,9.583581,5.650149,21.87549,16.02833,5.325303,10.290465,8.343247,5.28405,20.824106,7.340004,18.631998,8.06,24.225439,8.897017
6/21/2013,7.524373,16.137854,16.343636,NA,5.94221,26.918507,10.996032,5.315382,14.278393,4.403192,5.820889,8.214189,16.596201,19.140665,22.545551,15.171527,27.170778,18.741991,9.459229,9.350259,5.455608,22.019655,15.500957,5.218798,10.356071,8.06946,5.009553,19.609219,7.478496,19.360674,8.1,24.064728,9.103308
6/24/2013,7.338013,16.099648,16.015812,NA,5.93295,26.635126,10.774705,5.116985,14.026422,4.29903,5.794629,8.357474,16.652018,18.797743,22.429478,14.412471,26.510317,18.111971,9.646602,9.347401,5.557108,21.398178,14.983004,5.419782,10.30921,8.138392,4.728195,18.358332,7.690847,18.816473,7.46,22.745184,8.98871
6/25/2013,7.425369,16.237183,16.102152,NA,5.94221,25.898445,10.990167,5.22445,14.194402,4.374784,5.995952,8.739547,17.572996,18.69771,22.099106,14.595028,27.588785,18.184118,9.614299,9.24195,5.683982,21.434198,15.06776,5.625145,10.440419,8.591743,4.515461,19.528225,7.570822,19.000952,8.24,23.261162,8.936349
6/26/2013,7.512725,16.275387,16.251619,NA,6.28467,25.898445,11.065871,5.092185,14.55836,4.317968,5.750863,8.795247,17.284611,19.469368,21.491938,14.508554,27.170778,18.276016,9.924438,9.277125,5.777024,22.064657,15.20902,5.584966,10.59037,8.89885,4.460561,19.222254,7.247677,18.90871,8,22.626766,9.158898
