Date;Adj Close
04/01/2010;13.81743431
05/01/2010;13.6989584
06/01/2010;13.88407612
07/01/2010;13.75449371
08/01/2010;13.68044472
11/01/2010;13.6360178
12/01/2010;13.46200371
13/01/2010;13.439785
14/01/2010;13.20653439
15/01/2010;13.23615551
18/01/2010;13.53234482
19/01/2010;13.4694109
20/01/2010;13.12508202
21/01/2010;12.71041107
22/01/2010;12.86591339
26/01/2010;12.5512085
27/01/2010;12.62895489
28/01/2010;12.81407928
29/01/2010;12.65116882
01/02/2010;12.69930077
02/02/2010;12.62525272
03/02/2010;12.6030426
04/02/2010;11.95881844
05/02/2010;11.67003059
08/02/2010;11.75148201
09/02/2010;11.93660641
10/02/2010;12.08469868
11/02/2010;12.35127449
12/02/2010;12.51418304
17/02/2010;12.6807909
18/02/2010;12.84369278
19/02/2010;12.7178154
22/02/2010;12.82888889
23/02/2010;12.65857315
24/02/2010;12.56601524
25/02/2010;12.72892666
26/02/2010;12.81407928
01/03/2010;12.93255711
02/03/2010;13.00290012
03/03/2010;13.01401043
04/03/2010;13.03252029
05/03/2010;13.25836945
08/03/2010;13.21764088
09/03/2010;13.51383591
10/03/2010;13.6989584
11/03/2010;13.71746826
12/03/2010;13.72117043
15/03/2010;13.61380768
16/03/2010;13.77670574
17/03/2010;13.75449371
18/03/2010;13.70636177
19/03/2010;13.41386986
22/03/2010;13.41757298
23/03/2010;13.26207256
24/03/2010;13.36203384
25/03/2010;13.03252029
26/03/2010;12.77335072
29/03/2010;12.92144966
30/03/2010;12.8844223
31/03/2010;13.10286522
01/04/2010;13.23615551
05/04/2010;13.33241749
06/04/2010;13.35833454
07/04/2010;13.25466442
08/04/2010;13.25836945
09/04/2010;13.04362869
12/04/2010;12.73262119
13/04/2010;12.65857315
14/04/2010;12.6807909
15/04/2010;12.44013309
16/04/2010;12.19947338
19/04/2010;12.42162037
20/04/2010;12.69930077
22/04/2010;12.53639603
23/04/2010;12.63794327
26/04/2010;12.38146973
27/04/2010;11.93170643
28/04/2010;12.03950119
29/04/2010;12.27367496
30/04/2010;12.19190121
03/05/2010;11.70868397
04/05/2010;11.31467915
05/05/2010;11.22918606
06/05/2010;11.08050823
07/05/2010;11.05820274
10/05/2010;11.20688534
11/05/2010;11.00988388
12/05/2010;11.11395836
13/05/2010;11.15112686
14/05/2010;11.1845808
17/05/2010;11.09537125
18/05/2010;10.86119938
19/05/2010;10.61215878
20/05/2010;10.19585037
21/05/2010;10.25160503
24/05/2010;10.15436268
25/05/2010;9.92995739
26/05/2010;10.11696053
27/05/2010;10.40120888
28/05/2010;10.40120888
31/05/2010;11.07068825
01/06/2010;10.71537495
02/06/2010;10.88367748
04/06/2010;10.93978024
07/06/2010;11.04076862
08/06/2010;11.09312439
09/06/2010;11.05198479
10/06/2010;11.18288898
11/06/2010;11.07816696
14/06/2010;10.86498165
15/06/2010;10.84627819
16/06/2010;11.08938503
17/06/2010;11.04076862
18/06/2010;11.02954578
21/06/2010;10.99588585
22/06/2010;10.88742161
23/06/2010;10.65927601
24/06/2010;10.28152466
25/06/2010;10.43860912
28/06/2010;10.2553463
29/06/2010;10.03467846
30/06/2010;10.04590034
01/07/2010;9.892554283
02/07/2010;10.01223755
05/07/2010;9.926215172
06/07/2010;10.11696053
07/07/2010;10.24786568
08/07/2010;10.31518745
12/07/2010;10.1842823
13/07/2010;10.21046448
14/07/2010;10.21046448
15/07/2010;10.13940048
16/07/2010;10.03841972
19/07/2010;10.07956123
20/07/2010;10.34136581
21/07/2010;10.28526592
22/07/2010;10.4647913
23/07/2010;10.3937273
26/07/2010;10.43487072
27/07/2010;10.4647913
28/07/2010;10.39746857
29/07/2010;10.37502956
30/07/2010;10.41616631
02/08/2010;10.70216274
03/08/2010;10.94299603
04/08/2010;11.0408392
05/08/2010;11.07470703
06/08/2010;10.94676018
09/08/2010;10.84892273
10/08/2010;10.69087315
11/08/2010;10.34843349
12/08/2010;10.35972404
13/08/2010;10.40864182
16/08/2010;10.38982773
17/08/2010;10.64947605
18/08/2010;10.41616631
19/08/2010;10.07749653
20/08/2010;10.07749653
23/08/2010;10.03233433
24/08/2010;9.836657524
25/08/2010;9.814079285
26/08/2010;9.671082497
27/08/2010;9.9947052
30/08/2010;9.577005386
31/08/2010;9.80655098
01/09/2010;10.17157173
02/09/2010;10.38606071
03/09/2010;10.83763123
06/09/2010;10.94676018
08/09/2010;10.4726162
09/09/2010;10.3145647
10/09/2010;10.35596085
13/09/2010;10.64947605
14/09/2010;10.10383511
15/09/2010;9.953312874
16/09/2010;9.919445992
17/09/2010;9.949549675
20/09/2010;10.19791031
21/09/2010;9.915681839
22/09/2010;9.77644825
23/09/2010;10.0850172
24/09/2010;9.896866798
27/09/2010;9.972126961
28/09/2010;10.04738808
29/09/2010;10.34843349
30/09/2010;10.26940823
01/10/2010;10.34843349
04/10/2010;10.30327892
05/10/2010;10.15275669
06/10/2010;9.731290817
07/10/2010;9.52055645
08/10/2010;9.78397274
11/10/2010;9.727527618
13/10/2010;9.674843788
14/10/2010;9.949549675
15/10/2010;9.8931036
18/10/2010;9.93449688
19/10/2010;9.513033867
20/10/2010;9.403904915
21/10/2010;9.091569901
22/10/2010;9.110381126
25/10/2010;9.245857239
26/10/2010;9.727527618
27/10/2010;9.855470657
28/10/2010;9.881816864
29/10/2010;9.727527618
01/11/2010;9.968362808
03/11/2010;10.21426487
04/11/2010;10.40341759
05/11/2010;10.30884075
08/11/2010;10.41476345
09/11/2010;10.25966263
10/11/2010;10.2634449
11/11/2010;10.10833549
12/11/2010;9.779210091
16/11/2010;9.608973503
17/11/2010;9.627890587
18/11/2010;9.798127174
19/11/2010;9.722462654
22/11/2010;9.480348587
23/11/2010;9.325245857
24/11/2010;9.548440933
25/11/2010;9.400903702
26/11/2010;9.30632782
29/11/2010;9.344159126
30/11/2010;9.302545547
01/12/2010;9.556010246
02/12/2010;9.608973503
03/12/2010;9.722462654
06/12/2010;9.782995224
07/12/2010;9.590055466
08/12/2010;9.457651138
09/12/2010;9.608973503
10/12/2010;9.722462654
13/12/2010;9.801908493
14/12/2010;9.7716465
15/12/2010;9.597622871
16/12/2010;9.590055466
17/12/2010;9.813257217
20/12/2010;9.673286438
21/12/2010;9.748944283
22/12/2010;9.806134224
23/12/2010;9.817575455
27/12/2010;9.931952477
28/12/2010;10.16452503
29/12/2010;10.28271675
30/12/2010;10.40472221
03/01/2011;10.29415703
04/01/2011;10.25602722
05/01/2011;10.37803268
06/01/2011;10.33609295
07/01/2011;10.19121265
10/01/2011;10.2865324
11/01/2011;10.35134411
12/01/2011;10.63729382
13/01/2011;10.41234684
14/01/2011;10.5038538
17/01/2011;10.46572685
18/01/2011;10.56866646
19/01/2011;10.40853596
20/01/2011;10.39709663
21/01/2011;10.31321716
24/01/2011;10.29415703
26/01/2011;10.22934151
27/01/2011;10.24459076
28/01/2011;10.16833591
31/01/2011;10.32846928
01/02/2011;10.53816605
02/02/2011;10.59916592
03/02/2011;10.68686104
04/02/2011;10.53053951
07/02/2011;10.37803268
08/02/2011;10.24840546
09/02/2011;10.24840546
10/02/2011;10.24840546
11/02/2011;10.06539536
14/02/2011;10.19884109
15/02/2011;10.28271675
16/02/2011;10.41234684
17/02/2011;10.38947296
18/02/2011;10.43522549
21/02/2011;10.446661
22/02/2011;10.5877285
23/02/2011;10.94611645
24/02/2011;10.94611645
25/02/2011;10.90417862
28/02/2011;10.89655399
01/03/2011;10.78598499
02/03/2011;11.01855755
03/03/2011;11.0414362
04/03/2011;11.08718586
09/03/2011;11.08718586
10/03/2011;10.72117043
11/03/2011;10.74023533
14/03/2011;10.78217506
15/03/2011;10.69067001
16/03/2011;10.5915432
17/03/2011;10.70592213
18/03/2011;10.63729382
21/03/2011;10.72498322
22/03/2011;10.79151249
23/03/2011;10.79151249
24/03/2011;10.90660286
25/03/2011;10.90660286
28/03/2011;10.87591362
29/03/2011;10.87591362
30/03/2011;10.87591362
31/03/2011;10.88358688
01/04/2011;10.88358688
04/04/2011;10.9756546
05/04/2011;10.9756546
06/04/2011;10.88358688
07/04/2011;10.74164295
08/04/2011;10.74547958
11/04/2011;10.54598904
12/04/2011;10.22374153
13/04/2011;10.0319252
14/04/2011;9.966710091
15/04/2011;10.17770863
18/04/2011;10.17770863
19/04/2011;9.870800972
20/04/2011;10.08563709
25/04/2011;10.04343605
26/04/2011;10.05110931
27/04/2011;9.874637604
28/04/2011;9.763386726
29/04/2011;9.869989395
02/05/2011;9.920110703
03/05/2011;9.812157631
04/05/2011;9.762034416
05/05/2011;9.43432045
06/05/2011;9.334077835
09/05/2011;9.348345757
10/05/2011;9.484443665
11/05/2011;9.484443665
12/05/2011;9.567519188
13/05/2011;9.567519188
16/05/2011;9.567519188
17/05/2011;9.567519188
18/05/2011;9.567519188
19/05/2011;9.194149971
20/05/2011;9.330273628
23/05/2011;9.178593636
24/05/2011;9.2758255
25/05/2011;9.295269966
